point_id,section_id,sequence_in_section,category,extra_categories,name_catalogue,name_topos,modern_location,recension,lon_ptolemy,lat_ptolemy,match_score,topos_id,revision_notes
6.07.07.05,6.07.07,5,coast,,Sakatia,Sakatia city,,Omega,74.25,14.5,100.0,6.7.7.4,
6.07.07.06,6.07.07,6,coast,,Muza*,Mouza trading post,Mauza,Omega,74.5,14.0,100.0,6.7.7.5,
6.07.07.07,6.07.07,7,harbor,,Hafen des Sosipos (Sosippos),Sosippou port,,Omega,74.75,13.0,100.0,6.7.7.6,
6.07.07.08,6.07.07,8,coast,,Pseudokelis,Pseudokelis,,Omega,75.0,12.5,100.0,6.7.7.7,
6.07.07.09,6.07.07,9,coast,,Okelis*,Okelis trading post,,Omega,75.0,12.0,100.0,6.7.7.8,
6.07.07.10,6.07.07,10,coast,,Kap Palindromos,Palindromos promontory,,Omega,74.5,11.6666666666667,100.0,6.7.7.9,
6.07.08.03,6.07.08,3,coast,,Kap Poseidion,narrows: Poseidion promontory,,Omega,75.0,11.5,100.0,6.7.8.1,
6.07.08.04,6.07.08,4,coast,,Sanina,Sanina city,,Omega,75.5,11.5,90.8,6.7.8.2,
6.07.08.05,6.07.08,5,coast,,Kabubathra,Kaboubathra mountain,,Omega,76.25,11.25,100.0,6.7.8.3,
6.07.09.02,6.07.09,2,coast,,Madoke (Makode),Country of the Homerites: Madoke city,,Omega,77.0,11.75,100.0,6.7.9.1,
6.07.09.03,6.07.09,3,coast,,Mardache (Marache),Mardache city,,Omega,78.0,11.75,71.0,6.7.9.2,
6.07.09.04,6.07.09,4,coast,,Lees (Leis),Lees kome,,Omega,78.6666666666667,11.5,100.0,6.7.9.3,
6.07.09.05,6.07.09,5,coast,,Kap des Ammonios,Ammonion promontory,,Omega,79.3333333333333,11.5,85.0,6.7.9.4,
6.07.09.06,6.07.09,6,coast,,Arabia* (Arabias* ),Arabias trading post,Aden,Omega,80.0,11.5,100.0,6.7.9.5,
6.07.09.07,6.07.09,7,coast,,Agmanisphe (Atmanisphe),Atmanisphe kome,,Omega,80.6666666666667,11.75,100.0,6.7.9.6,
6.07.09.08,6.07.09,8,coast,,Schwarzer Berg,Melan mountain,,Omega,81.5,11.75,100.0,6.7.9.7,
6.07.10.02,6.07.10,2,coast,,Abisama,Country of the Adramitans Ebisma city,,Omega,82.0,11.75,100.0,6.7.10.1,
6.07.10.03,6.07.10,3,coast,,Grosser Strand,Megas Aigialos (Big Shore),,Omega,82.5,11.5,100.0,6.7.10.2,
6.07.10.04,6.07.10,4,coast,,Mada (Ada),Mada kome,,Omega,83.0,11.5,100.0,6.7.10.3,
6.07.10.05,6.07.10,5,coast,,Eristhe (Etisthe),Eristhe city,,Omega,83.5,11.75,100.0,6.7.10.4,
6.07.10.06,6.07.10,6,coast,,Kleiner Strand,Mikros Aigialos (Small Shore),,Omega,83.6666666666667,11.5,100.0,6.7.10.5,
6.07.10.07,6.07.10,7,coast,,Kane*,Kane trading post and promontory,,Omega,84.0,12.5,63.3,6.7.10.6,
6.07.10.08,6.07.10,8,coast,,Trulla,Troulla harbor,,Omega,84.0,12.6666666666667,100.0,6.7.10.7,
6.07.10.09,6.07.10,9,coast,,Maithath (Maphath),Maithath kome,,Omega,84.3333333333333,13.0,100.0,6.7.10.8,
6.07.10.10,6.07.10,10,coast,,Prionoton,Prionoton mountain,,Omega,84.6666666666667,13.0,100.0,6.7.10.9,
6.07.10.11,6.07.10,11,river_mouth,,Prion-Mündung,Prionos river mouth,,Omega,85.0,13.5,100.0,6.7.13.3,
6.07.10.12,6.07.10,12,river,,Prion-Quellen,river sources,,Omega,82.0,17.5,100.0,6.7.10.11,
6.07.10.13,6.07.10,13,coast,,Embolon,Embolon kome,,Omega,85.5,13.5,93.9,6.7.10.12,
6.07.10.14,6.07.10,14,coast,,Tretos,Tretos harbor,,Omega,86.3333333333333,13.75,100.0,6.7.10.13,
6.07.10.15,6.07.10,15,coast,,Thialemath,Thiallela kome,,Omega,87.0,14.0,100.0,6.7.10.14,
6.07.10.16,6.07.10,16,coast,,Moscha,Moscha harbor,,Omega,88.5,14.0,100.0,6.7.10.15,
6.07.10.17,6.07.10,17,coast,,Kap Syagros,Syagros promontory,Ras Fartak,Omega,90.0,14.0,100.0,6.7.10.16,
6.07.11.03,6.07.11,3,coast,,Metakon,Sachalites Metakon kome,,Omega,88.0,16.0,100.0,6.7.11.1,
6.07.11.04,6.07.11,4,coast,,Ausara,Ausara city,,Omega,87.3333333333333,16.75,100.0,6.7.11.2,
6.07.11.05,6.07.11,5,coast,,Ange,Ange kome,,Omega,87.5,17.5,100.0,6.7.11.3,
6.07.11.06,6.07.11,6,coast,,Astoa,Astoa kome,,Omega,88.5,18.5,100.0,6.7.11.4,
6.07.11.07,6.07.11,7,coast,,Neogilla,Neogilla naval station,,Omega,89.0,19.0,100.0,6.7.11.5,
6.07.11.08,6.07.11,8,river_mouth,,Ormanos-Mündung,mouth of the Hormanos river,,Omega,89.5,20.1666666666667,86.3,6.7.11.6,
6.07.11.09,6.07.11,9,coast,,Didyma-Berge,Didyma mountains,,Omega,90.25,19.3333333333333,100.0,6.7.11.7,
6.07.11.10,6.07.11,10,coast,,Koseude (Kosara),Kosara or Koseude city,,Omega,91.0,20.0,100.0,6.7.11.8,
6.07.11.11,6.07.11,11,coast,,Orakel der Artemis,Oracle of Artemis,,Omega,91.6666666666667,20.0,100.0,6.7.11.9,
6.07.11.12,6.07.11,12,coast,,Abissa (Abisa),Abissa city,,Omega,92.3333333333333,20.25,100.0,6.7.11.10,
6.07.11.13,6.07.11,13,coast,,Kap Korodamon,Korodabon promontory,,Omega,93.0,20.25,100.0,6.7.11.11,
6.07.12.02,6.07.12,2,coast,,Kryptos,In the narrows of the Persian Gulf Kryptos harbor,Muscat,Omega,92.6666666666667,21.5,100.0,6.7.12.1,
6.07.12.03,6.07.12,3,coast,boundary,Schwarze Berge (Endpunkt am Meer),"the so-called Melana mountains of the Asabans, midpoint on the sea at",,Omega,93.0,22.0,53.4,6.7.12.7,
6.07.12.04,6.07.12,4,coast,boundary,Asabon (Asabo)-Berge (Endpunkt am Meer),"the so-called Melana mountains of the Asabans, midpoint on the sea at",,Omega,93.0,22.0,60.2,6.7.12.7,
6.07.12.05,6.07.12,5,coast,,Kap Asabon,Promontory of the Asabans,,Omega,92.5,23.3333333333333,100.0,6.7.12.8,
6.07.12.07,6.07.12,7,coast,,Hippos–> 6.7.2,Hippos mountains,,Omega,66.5,27.3333333333333,100.0,6.7.2.3,
6.07.12.08,6.07.12,8,coast,,Kabubathra –> 6.7.8,Kaboubathra mountain,,Omega,76.25,11.25,100.0,6.7.8.3,
6.07.12.09,6.07.12,9,coast,,Schwarzer Berg –> 6.7.9,Melan mountain,,Omega,81.5,11.75,100.0,6.7.9.7,
6.07.12.10,6.07.12,10,coast,,Prionoton –> 6.7.10,Prionoton mountain,,Omega,84.6666666666667,13.0,100.0,6.7.10.9,
6.07.12.11,6.07.12,11,coast,,Didyma-Berge –> 6.7.11,Didyma mountains,,Omega,90.25,19.3333333333333,100.0,6.7.11.7,
6.07.12.12,6.07.12,12,coast,boundary,Schwarze Berge (Endpunkt am Meer) –> 6.7.12,"the so-called Melana mountains of the Asabans, midpoint on the sea at",,Omega,93.0,22.0,50.2,6.7.12.7,
6.07.12.13,6.07.12,13,coast,boundary,Asabon (Asabon)-Berge (Endpunkt am Meer) –> 6.7.12,"the so-called Melana mountains of the Asabans, midpoint on the sea at",,Omega,93.0,22.0,55.8,6.7.12.7,
6.07.12.14,6.07.12,14,coast,,Kap Asabon –> 6.7.12,Promontory of the Asabans,,Omega,92.5,23.3333333333333,100.0,6.7.12.8,
6.07.13.01,6.07.13,1,river_mouth,,Baitios-Mündung –> 6.7.5,mouth of Baitios river,Wadi Baisch-Mündung,Omega,69.5,20.6666666666667,100.0,6.7.5.6,
6.07.13.02,6.07.13,2,river,,Baitios-Quellen –> 6.7.5,river sources,Wadi Baisch-Quellen,Omega,76.5,24.5,59.2,6.7.5.7,
6.07.13.03,6.07.13,3,river_mouth,,Prion-Mündung –> 6.7.10,Prionos river mouth,,Omega,85.0,13.5,100.0,6.7.13.3,
6.07.13.04,6.07.13,4,river,,Prion-Quellen –> 6.7.10,river sources,,Omega,82.0,17.5,100.0,6.7.10.11,
6.07.13.05,6.07.13,5,river_mouth,,Ormanos-Mündung –> 6.7.11,mouth of the Hormanos river,,Omega,89.5,20.5,100.0,6.7.11.6,
6.07.13.06,6.07.13,6,river_mouth,,"Lar-Mündung < 6,7,14",Lar river,,Omega,86.5,23.5,71.4,6.7.13.6,
6.07.13.07,6.07.13,7,river,,"Lar-Quellen < 6,7,14",Springs of the river,,Omega,81.0,18.0,100.0,6.7.13.7,
6.07.14.06,6.07.14,6,coast,,Rhegama (Rhegma),"Of the Persian Gulf; in the widely extended gulfs of the Ichthyophagi, in which are the Makai and then the Nareitai: Regma city",,Omega,88.0,23.1666666666667,100.0,6.7.14.1,
6.07.14.07,6.07.14,7,coast,,Heiliges Kap des Helios,Sacred promontory of the Sun,Ras Oman,Omega,87.3333333333333,23.5,100.0,6.7.14.2,
6.07.14.08,6.07.14,8,river_mouth,,Lar-Mündung,mouth of the Lar river,,Omega,86.5,23.5,93.9,6.7.14.3,
6.07.14.09,6.07.14,9,river,,Lar-Quellen,Springs of the river,,Omega,81.0,18.0,100.0,6.7.13.7,
6.07.14.10,6.07.14,10,coast,,Kapsina (Kranipsa),Kanipsa city,,Omega,86.0,23.1666666666667,100.0,6.7.14.5,
6.07.14.11,6.07.14,11,coast,,Kauana (Kuana),Kabana (or Kauana) city,,Omega,85.0,23.0,100.0,6.7.14.6,
6.07.15.02,6.07.15,2,coast,,Sarkoe,of the Attaians: Sarkoa city,,Omega,84.25,23.0,100.0,6.7.15.1,
6.07.15.03,6.07.15,3,coast,,Karada,Karada city,,Omega,83.6666666666667,23.5,100.0,6.7.15.2,
6.07.15.04,6.07.15,4,coast,,Atta (Aitta),Atta kome,,Omega,82.0,23.25,100.0,6.7.15.3,
6.07.16.02,6.07.16,2,coast,,Magindanata (Magindana),of the Gerrhaei: Magindanata city,,Omega,81.0,23.3333333333333,100.0,6.7.16.1,
6.07.16.03,6.07.16,3,coast,,Gerra*,Gerra city,,Omega,80.0,23.3333333333333,100.0,6.7.16.2,
6.07.16.04,6.07.16,4,coast,,Bilbana (Olbiana),Bilbana city,,Omega,80.0,24.1666666666667,100.0,6.7.16.3,
6.07.17.02,6.07.17,2,coast,,Ithar,of the Thaimi Eithar city,,Omega,80.0,25.0,100.0,6.7.17.1,
6.07.17.03,6.07.17,3,coast,,Golf der Mager,Magon gulf,,Omega,80.0,25.3333333333333,100.0,6.7.17.2,
6.07.17.04,6.07.17,4,coast,,Istriana,Istriana city,,Omega,80.0,25.6666666666667,100.0,6.7.17.3,
6.07.18.02,6.07.18,2,coast,,Mallada,of the Leanitai: Mallaba city,,Omega,80.1666666666667,26.1666666666667,100.0,6.7.18.1,
6.07.18.03,6.07.18,3,coast,,Kap Chersonesos,Chersonesos promontory,,Omega,80.3333333333333,26.5,100.0,6.7.18.2,
6.07.18.04,6.07.18,4,coast,,Golf Laianites,Leanites gulf,,Omega,79.75,27.0,77.7,6.7.18.3,
6.07.18.05,6.07.18,5,coast,,Itamos,Itamos harbor,,Omega,79.6666666666667,27.3333333333333,93.9,6.7.18.4,
6.07.18.06,6.07.18,6,coast,,Stadt des Adaros,Adaroupolis,,Omega,79.25,27.6666666666667,100.0,6.7.18.5,
6.07.19.02,6.07.19,2,coast,,Heiliger Golf,,,Omega,79.25,28.25,40.8,6.7.19.1,
6.07.19.03,6.07.19,3,coast,,Koromanis,Koromanis city,,Omega,79.0,28.75,100.0,6.7.19.2,
6.07.19.05,6.07.19,5,coast,,Maisanitischer Golf (Mesanitischer Golf),which the limit point of Desert Arabia and the Maisanites gulf at,,Omega,79.0,30.1666666666667,100.0,6.7.19.3,
6.07.20.01,6.07.20,1,mountain,,Zames (Mitte),"The named mountains of this land are those already mentioned, including in addition of the interior, and also the so-called Zames, midpoint",,Omega,76.0,25.0,100.0,6.7.20.1,"The mountain-side counterpart of _ISLAND_POINT_OVERRIDES: a lone mountain reference embedded in an otherwise-coastal section, where force-mountaining the whole section (as above) would wrongly pull its genuine coastal points out of their coastline. Book.map ""3.13"" section ""11"" is Chalkidike's coast (Panormos harbor, ""Athos, ein Berg""/""Athos, Kap und Berg"" ending the Athos peninsula, Nymphaion promontory...) except for one entry - ""Athos (Mitte)"", the *midpoint* of the mountain rather than a coastal point on it - that the ""(Mitte)"" river-course pattern was catching first, with nothing in the bare name ""Athos"" itself to redirect it. Keyed by ref_id. [Zames (Mitte) - one of Arabia Felix's named mountains (topostext: ""the so-called Zames, midpoint...""), section 6.07.20 unsafe to force whole since it also has ""Wasser der Styx (Quelle)"", a genuine spring/river-source point mentioned as an aside during the range's own description]"
6.07.20.02,6.07.20,2,mountain,,Mareitha-Berge,the Maritha,,Omega,80.5,21.5,45.4,6.7.20.2,
6.07.20.03,6.07.20,3,mountain,,Klimax,Klimax,Dschabal Isbil,Omega,76.5,16.0,100.0,6.7.20.3,"The mountain-side counterpart of _ISLAND_POINT_OVERRIDES: a lone mountain reference embedded in an otherwise-coastal section, where force-mountaining the whole section (as above) would wrongly pull its genuine coastal points out of their coastline. Book.map ""3.13"" section ""11"" is Chalkidike's coast (Panormos harbor, ""Athos, ein Berg""/""Athos, Kap und Berg"" ending the Athos peninsula, Nymphaion promontory...) except for one entry - ""Athos (Mitte)"", the *midpoint* of the mountain rather than a coastal point on it - that the ""(Mitte)"" river-course pattern was catching first, with nothing in the bare name ""Athos"" itself to redirect it. Keyed by ref_id. [Klimax - a bare-name mountain in the same list, confirmed repeatedly elsewhere in the same chunk (""beyond Klimax mountain"", ""extending as far as Klimax mountain"") rather than by a marker on this citation itself]"
6.07.20.04,6.07.20,4,river,,Wasser der Styx (Quelle),which the spring with so-called water of Styx,,Omega,78.0,15.0,100.0,6.7.20.4,
6.07.20.05,6.07.20,5,mountain,,Namenlose Berge,Ausara,,Omega,71.0,25.0,100.0,6.7.30.6,
6.07.20.07,6.07.20,7,mountain,,Namenlose Berge,beyond the Katanitai,,Omega,73.0,20.0,100.0,6.7.20.6,
6.07.20.09,6.07.20,9,mountain,,Namenlose Berge,below the Mareitha,,Omega,84.5,17.6666666666667,100.0,6.7.20.7,
6.07.20.11,6.07.20,11,mountain,,Namenlose Berge,beyond the Asabon mountains,,Omega,88.0,22.5,100.0,6.7.20.8,
6.07.27.02,6.07.27,2,city,,Aramaua,The cities and komai in Arabia Felixlocated in the interior are the following: Aramaua,,Omega,67.5,29.1666666666667,100.0,6.7.27.1,
6.07.27.03,6.07.27,3,city,,Ostama,Hostama,,Omega,69.5,29.0,100.0,6.7.27.2,
6.07.27.04,6.07.27,4,city,,Thapaua,Thapaua,,Omega,71.6666666666667,29.0,100.0,6.7.27.3,
6.07.27.05,6.07.27,5,city,,Makna,Makna or Maina,,Omega,67.0,28.75,100.0,6.7.27.4,
6.07.27.06,6.07.27,6,city,,Ankale (Akale),Ankale,,Omega,68.25,28.75,100.0,6.7.27.5,
6.07.27.07,6.07.27,7,city,,Madiama,Madiama,,Omega,68.0,28.25,100.0,6.7.27.6,
6.07.28.01,6.07.28,1,city,,Achrua (Ochroa),Achroua,,Omega,70.0,28.25,100.0,6.7.28.1,
6.07.28.02,6.07.28,2,city,,Obraka (Abrata),Obraka,,Omega,71.5,28.3333333333333,100.0,6.7.28.2,
6.07.28.03,6.07.28,3,city,,Dorf des Rhados,Radou kome,,Omega,73.5,28.5,100.0,6.7.28.3,
6.07.28.04,6.07.28,4,city,,Pharatha,Pharatha,,Omega,73.6666666666667,28.6666666666667,100.0,6.7.28.4,
6.07.28.05,6.07.28,5,city,,Satula,Satoula,,Omega,77.5,28.1666666666667,100.0,6.7.28.5,
6.07.28.06,6.07.28,6,city,,Laba,Laba,,Omega,68.1666666666667,27.6666666666667,100.0,6.7.28.6,
6.07.29.01,6.07.29,1,city,,Thaima (Thama),Thaima,,Omega,71.0,27.0,100.0,6.7.29.1,
6.07.29.02,6.07.29,2,city,,Gaia (Gea),Gaia city,,Omega,71.25,27.3333333333333,100.0,6.7.29.2,
6.07.29.03,6.07.29,3,city,,Aina,Aina,,Omega,75.6666666666667,27.3333333333333,100.0,6.7.29.3,
6.07.29.04,6.07.29,4,city,,Lugana (Zutana),Lougana or Zougana,,Omega,76.5,27.25,100.0,6.7.29.4,
6.07.29.05,6.07.29,5,city,,Gaisa (Gesa),Gaisa,,Omega,78.6666666666667,27.25,100.0,6.7.29.5,
6.07.29.06,6.07.29,6,city,,Soaka,Soaka,,Omega,68.0,26.25,100.0,6.7.29.6,
6.07.29.07,6.07.29,7,city,,Negran (Aigra),Egra,,Omega,70.5,26.0,100.0,6.7.29.7,
6.07.29.08,6.07.29,8,city,,Salma,Salma,,Omega,74.5,26.0,100.0,6.7.29.8,
6.07.30.01,6.07.30,1,city,,Arre,Arrea kome,,Omega,75.6666666666667,26.1666666666667,100.0,6.7.30.1,
6.07.30.02,6.07.30,2,city,,Digema (Digena),Digema or Disima,,Omega,77.0,26.5,100.0,6.7.30.2,
6.07.30.03,6.07.30,3,city,,Saphtha,Saphtha,,Omega,78.25,26.3333333333333,100.0,6.7.30.3,
6.07.30.04,6.07.30,4,city,,Phigeia,Phigia,,Omega,79.0,26.0,100.0,6.7.30.4,
6.07.30.05,6.07.30,5,city,,Badais,Badais,,Omega,68.5,25.5,100.0,6.7.30.5,
6.07.30.06,6.07.30,6,city,,Ausara,Ausara,,Omega,71.0,25.5,81.7,6.7.30.6,
6.07.30.07,6.07.30,7,city,,Iabri,Iabri,,Omega,74.5,25.0,100.0,6.7.30.7,
6.07.30.08,6.07.30,8,city,,Alata,Alata city,,Omega,77.3333333333333,25.5,100.0,6.7.30.8,
6.07.31.01,6.07.31,1,city,,Mochura,Mochoura,,Omega,69.6666666666667,24.5,100.0,6.7.31.1,
6.07.31.02,6.07.31,2,city,,Thumna,Ausara,,Omega,71.1666666666667,24.8333333333333,57.8,6.7.30.6,
6.07.31.03,6.07.31,3,city,,Aluare,Alouare,,Omega,71.0,24.25,59.9,6.7.31.3,
6.07.31.04,6.07.31,4,city,,Phalbinu (Phlanu),Phalbinou,,Omega,73.75,24.0,79.0,6.7.31.4,
6.07.31.05,6.07.31,5,city,,Salma,Salma,,Omega,73.3333333333333,24.3333333333333,100.0,6.7.31.5,
6.07.31.06,6.07.31,6,city,,Gorda,Gorda,,Omega,76.1666666666667,24.5,100.0,6.7.31.6,
6.07.31.07,6.07.31,7,city,,Marata (Maraga),Marata,,Omega,79.3333333333333,24.3333333333333,100.0,6.7.31.7,
6.07.31.08,6.07.31,8,city,,Ibirtha,Ibirtha,,Omega,79.3333333333333,24.6666666666667,87.8,6.7.31.8,
6.07.31.09,6.07.31,9,city,,Lathrippa (Lathrepta),Lathrippa,,Omega,71.6666666666667,23.3333333333333,100.0,6.7.31.9,
6.07.31.10,6.07.31,10,city,,Karna,Karna,,Omega,73.5,23.25,100.0,6.7.31.10,
6.07.32.01,6.07.32,1,city,,Biabanna (Veana),Biavanna,,Omega,76.5,23.0,100.0,6.7.32.1,
6.07.32.02,6.07.32,2,city,,Giratha (Gyrasa),Goiratha,,Omega,77.6666666666667,23.0,100.0,6.7.32.2,
6.07.32.03,6.07.32,3,city,,Katara,Katara,Katar,Omega,79.5,23.3333333333333,100.0,6.7.32.3,
6.07.32.04,6.07.32,4,city,,Baiba,Baiba or Raiba,,Omega,71.5,22.5,100.0,6.7.32.4,
6.07.32.05,6.07.32,5,city,,Makoraba,Makoraba,Mekka,Omega,73.3333333333333,22.0,100.0,6.7.32.5,
6.07.33.01,6.07.33,1,city,,Sata,Sata,,Omega,81.1666666666667,22.3333333333333,100.0,6.7.33.1,
6.07.33.02,6.07.33,2,city,,Masthala,Masthala,,Omega,81.75,22.5,100.0,6.7.33.2,
6.07.33.03,6.07.33,3,city,,Domana,Domana,,Omega,82.3333333333333,22.5,100.0,6.7.33.3,
6.07.33.04,6.07.33,4,city,,Atia,Attia,,Omega,85.0,22.25,100.0,6.7.33.4,
6.07.33.05,6.07.33,5,city,,Rhabana (Rhathana),Ravana palace,,Omega,87.0,22.0,100.0,6.7.33.5,
6.07.33.06,6.07.33,6,city,,Chabuata,Inapha,,Omega,79.25,22.0,52.6,6.7.34.2,
6.07.33.07,6.07.33,7,city,,Thumata,Olaphia,,Omega,77.6666666666667,21.3333333333333,52.6,6.7.34.1,
6.07.34.01,6.07.34,1,city,,Olaphia (Alaphia),Olaphia,,Omega,77.6666666666667,21.75,100.0,6.7.34.1,
6.07.34.02,6.07.34,2,city,,Inapha,Inapha,,Omega,79.1666666666667,21.6666666666667,100.0,6.7.34.2,
6.07.34.03,6.07.34,3,city,,Tiagar,Tiagar,,Omega,85.0,21.3333333333333,100.0,6.7.34.3,
6.07.34.04,6.07.34,4,city,,Appa (Aspa),Appa,,Omega,91.0,21.0,100.0,6.7.34.4,
6.07.34.05,6.07.34,5,city,,Agdamu,Agdamou,,Omega,73.5,20.3333333333333,100.0,6.7.34.5,
6.07.34.06,6.07.34,6,city,,Karman,Karman palace,,Omega,75.25,20.25,100.0,6.7.34.6,
6.07.35.01,6.07.35,1,city,,Irala (Ilara),Irala,,Omega,80.3333333333333,20.25,100.0,6.7.35.1,
6.07.35.02,6.07.35,2,city,,Naskos (Nako),Naskos metropolis,Al-Bayda,Omega,81.25,20.6666666666667,100.0,6.7.35.2,
6.07.35.03,6.07.35,3,city,,Laibris (Labris),Labris,,Omega,82.0,20.25,100.0,6.7.35.3,
6.07.35.04,6.07.35,4,city,,Lattha,Latea,,Omega,83.3333333333333,20.25,100.0,6.7.35.4,
6.07.36.01,6.07.36,1,city,,Dorf der Adler,,,Omega,84.1666666666667,20.5,42.8,6.7.36.1,
6.07.36.02,6.07.36,2,city,,Albana (Alabana),Albana,,Omega,74.5,19.25,100.0,6.7.36.2,
6.07.36.03,6.07.36,3,city,,Chargatha (Chariattha),Chargatha,,Omega,76.1666666666667,19.25,45.0,6.7.36.3,
6.07.36.04,6.07.36,4,city,,Laththa (Laattha),Laththa,,Omega,75.3333333333333,19.3333333333333,100.0,6.7.36.4,
6.07.36.05,6.07.36,5,city,,Omanon*,,,Omega,77.6666666666667,19.3333333333333,16.4,6.7.37.4,
6.07.36.06,6.07.36,6,city,,Marasdu (Maragdu),Marasdou,,Omega,74.5,18.5,100.0,6.7.36.6,
6.07.37.01,6.07.37,1,city,,Mara* (Maraba*),Mara metropolis,Marib,Omega,76.0,18.3333333333333,83.3,6.7.37.1,
6.07.37.02,6.07.37,2,city,,Amara,Amara,,Omega,78.5,18.6666666666667,87.8,6.7.37.4,
6.07.37.03,6.07.37,3,city,,Nagara,,,Omega,81.75,18.6666666666667,25.7,6.7.39.1,
6.07.37.04,6.07.37,4,city,,Iula,Ioula,,Omega,85.3333333333333,18.25,85.8,6.7.37.3,
6.07.37.05,6.07.37,5,city,,Magulaua (Magulaba),Magoulaua,,Omega,75.5,17.0,100.0,6.7.37.5,
6.07.37.06,6.07.37,6,city,,Sylaion (Sileon),Silaion,,Omega,76.6666666666667,17.0,100.0,6.7.37.6,
6.07.37.07,6.07.37,7,city,,Mariama,Mariama,,Omega,78.1666666666667,17.1666666666667,100.0,6.7.37.7,
6.07.37.08,6.07.37,8,city,,Thumna,Thoumna,,Omega,79.0,17.25,100.0,6.7.37.8,
6.07.38.01,6.07.38,1,city,,Vodona,Ouodona,,Omega,80.0,17.3333333333333,100.0,6.7.38.1,
6.07.38.02,6.07.38,2,city,,Marimatha,Marimatha,,Omega,85.1666666666667,17.6666666666667,100.0,6.7.38.2,
6.07.38.03,6.07.38,3,city,,Sabe,Sabe,,Omega,73.6666666666667,16.9166666666667,100.0,6.7.38.3,
6.07.38.04,6.07.38,4,city,,Menambis*,Menambis palace,,Omega,75.75,16.5,100.0,6.7.38.4,
6.07.38.05,6.07.38,5,city,,Thabba (Thauba),Thabba,,Omega,78.6666666666667,16.1666666666667,100.0,6.7.38.5,
6.07.38.06,6.07.38,6,city,,Sabbatha* (Saubatha*),Sabbatha metropolis,Schabwa,Omega,77.0,16.5,100.0,6.7.38.6,
6.07.39.01,6.07.39,1,city,,Madasara,Sadasara,,Omega,81.75,16.3333333333333,100.0,6.7.39.1,
6.07.39.02,6.07.39,2,city,,Gorda,Gorda,,Omega,82.5,16.0,100.0,6.7.39.2,
6.07.39.03,6.07.39,3,city,,Thabane (Thauane),Thabane,,Omega,85.6666666666667,16.3333333333333,100.0,6.7.39.3,
6.07.39.04,6.07.39,4,city,,Meiba,Meiba,,Omega,74.3333333333333,15.3333333333333,93.9,6.7.39.4,
6.07.40.01,6.07.40,1,river,,Wasser der Styx (Quelle),which the spring with so-called water of Styx,,Omega,78.0,15.0,100.0,6.7.20.4,
6.07.40.02,6.07.40,2,city,,Draga (Araga),Draga,,Omega,79.1666666666667,15.25,100.0,6.7.40.2,
6.07.40.03,6.07.40,3,city,,Saruon (Sarbion),Sarouon,,Omega,80.6666666666667,15.25,100.0,6.7.40.3,
6.07.41.01,6.07.41,1,city,,Mepha,Maipha metropolis,,Omega,83.25,15.0,100.0,6.7.41.1,
6.07.41.02,6.07.41,2,city,,Saraka,Saraka,,Omega,75.5,14.5,100.0,6.7.41.2,
6.07.41.03,6.07.41,3,city,,Sapphara*,Sapphara metropolis,Zafar,Omega,78.0,14.5,81.7,6.7.41.3,
6.07.41.04,6.07.41,4,city,,Are (Arae),Are palace,,Omega,80.5,14.5,100.0,6.7.41.4,
6.07.41.05,6.07.41,5,city,,Rhaida (Rheda),Raida,,Omega,83.6666666666667,14.1666666666667,100.0,6.7.41.5,
6.07.41.06,6.07.41,6,city,,Bainun (Benun),Barnoun (or Bainoun,,Omega,84.5,14.25,100.0,6.7.41.6,
6.07.41.07,6.07.41,7,city,,Thuris,Thouris,,Omega,75.25,13.0,100.0,6.7.41.7,
6.07.41.08,6.07.41,8,city,,Lachchere (Lachere),Lachere,,Omega,77.5,13.3333333333333,100.0,6.7.41.8,
6.07.41.09,6.07.41,9,city,,Hyaila (Hyela),Hyaila,,Omega,79.0,13.8333333333333,100.0,6.7.41.9,
6.07.41.10,6.07.41,10,city,,Makkala,Makkala,,Omega,81.0,13.75,100.0,6.7.41.10,
6.07.41.11,6.07.41,11,city,,Sachle (Sakchle),Sachle,,Omega,82.6666666666667,13.3333333333333,100.0,6.7.41.11,
6.07.42.01,6.07.42,1,city,,Sabe* (Saue*),Saoue palace,,Omega,76.0,13.0,53.3,6.7.42.1,
6.07.42.02,6.07.42,2,city,,Deua (Deoba),Deoua,,Omega,77.6666666666667,12.75,100.0,6.7.42.2,
6.07.42.03,6.07.42,3,city,,Sochchor (Sokchor),Sochchor,,Omega,78.5,12.6666666666667,100.0,6.7.42.3,
6.07.42.04,6.07.42,4,city,,Bana (Naba),Baua,,Omega,80.3333333333333,12.6666666666667,100.0,6.7.42.4,
6.07.42.05,6.07.42,5,city,,Dela,Dela,,Omega,82.0,12.6666666666667,100.0,6.7.42.5,
6.07.42.06,6.07.42,6,city,,Kua (Koal),Koa,,Omega,83.5,12.5,100.0,6.7.42.6,
6.07.43.02,6.07.43,2,island,,Insel des Ainos,"Islands adjoining this country, in the Arabian Gulf: Ainou",,Omega,65.75,27.3333333333333,100.0,6.7.43.1,
6.07.43.03,6.07.43,3,island,,Insel des Timagenes,Timagenous,,Omega,66.0,25.75,100.0,6.7.43.2,
6.07.43.04,6.07.43,4,island,,Zygaina,Zygaina,,Omega,66.25,24.3333333333333,100.0,6.7.43.3,
6.07.43.05,6.07.43,5,island,,Insel der Dämonen,Daimonon,,Omega,66.75,23.25,100.0,6.7.43.4,
