ref_id,name,category,book,tabula,modern_location,recension,lon_ptolemy,lat_ptolemy,naming_observation,feature_id,sequence_in_feature,feature_closes_loop,river_feature_id,river_sequence_in_feature,island_feature_id,island_sequence_in_feature,island_feature_closes_loop,mountain_feature_id,mountain_sequence_in_feature
7.01.57.06,Azika (Azeika),city,Asia,AS10,,Omega,119.25,27.0,no specific keyword match; section not sea-headed (default),,,,,,,,,,
7.01.58.01,Pardabathra,city,Asia,AS10,,Omega,117.0,25.5,no specific keyword match; section not sea-headed (default),,,,,,,,,,
7.01.58.02,Piska,city,Asia,AS10,,Omega,116.5,25.0,no specific keyword match; section not sea-headed (default),,,,,,,,,,
7.01.58.03,Pasipeda,city,Asia,AS10,,Omega,114.5,24.0,no specific keyword match; section not sea-headed (default),,,,,,,,,,
7.01.58.04,Susikana,city,Asia,AS10,,Omega,112.0,22.3333333333333,no specific keyword match; section not sea-headed (default),,,,,,,,,,
7.01.58.05,Bonis,city,Asia,AS10,,Omega,111.0,21.5,no specific keyword match; section not sea-headed (default),,,,,,,,,,
7.01.58.06,Kolaka (Kokala),city,Asia,AS10,,Omega,110.5,20.6666666666667,no specific keyword match; section not sea-headed (default),,,,,,,,,,
7.01.59.01,Patala*,city,Asia,AS10,,Omega,112.833333333333,21.0,no specific keyword match; section not sea-headed (default),,,,,,,,,,
7.01.59.02,Barbarei* (Barbara*),city,Asia,AS10,,Omega,113.25,22.5,no specific keyword match; section not sea-headed (default),,,,,,,,,,
7.01.60.01,Xodrake (Zodrake),city,Asia,AS10,,Omega,116.0,24.0,no specific keyword match; section not sea-headed (default),,,,,,,,,,
7.01.60.02,Sarbana (Sarkana),city,Asia,AS10,,Omega,116.0,22.8333333333333,no specific keyword match; section not sea-headed (default),,,,,,,,,,
7.01.60.03,Auxoamis (Oxoamis),city,Asia,AS10,,Omega,115.5,22.3333333333333,no specific keyword match; section not sea-headed (default),,,,,,,,,,
7.01.60.04,Asinda,city,Asia,AS10,,Omega,114.25,22.0,no specific keyword match; section not sea-headed (default),,,,,,,,,,
7.01.60.05,Orbadaru,city,Asia,AS10,,Omega,115.0,22.0,no specific keyword match; section not sea-headed (default),,,,,,,,,,
7.01.60.06,Theophila,city,Asia,AS10,,Omega,114.25,21.1666666666667,no specific keyword match; section not sea-headed (default),,,,,,,,,,
7.01.60.07,Astakapra,city,Asia,AS10,Hathab,Omega,114.666666666667,20.25,no specific keyword match; section not sea-headed (default),,,,,,,,,,
7.01.61.01,Panassa (Panasa),city,Asia,AS10,,Omega,122.5,29.0,no specific keyword match; section not sea-headed (default),,,,,,,,,,
7.01.61.02,Budaia (Bundaia),city,Asia,AS10,,Omega,121.25,28.25,no specific keyword match; section not sea-headed (default),,,,,,,,,,
7.01.61.03,Naagramma,city,Asia,AS10,,Omega,120.0,27.0,no specific keyword match; section not sea-headed (default),,,,,,,,,,
7.01.61.04,Kamigara,city,Asia,AS10,,Omega,119.0,26.3333333333333,no specific keyword match; section not sea-headed (default),,,,,,,,,,
7.01.61.05,Binagara,city,Asia,AS10,,Omega,118.0,25.3333333333333,no specific keyword match; section not sea-headed (default),,,,,,,,,,
7.01.61.06,Parabalei,city,Asia,AS10,,Omega,116.5,24.5,no specific keyword match; section not sea-headed (default),,,,,,,,,,
7.01.61.07,Sydros,city,Asia,AS10,,Omega,114.0,23.5,no specific keyword match; section not sea-headed (default),,,,,,,,,,
7.01.61.08,Epitausa (Epipausa),city,Asia,AS10,,Omega,113.75,22.5,no specific keyword match; section not sea-headed (default),,,,,,,,,,
7.01.61.09,Xoana,city,Asia,AS10,,Omega,113.5,21.5,no specific keyword match; section not sea-headed (default),,,,,,,,,,
7.01.62.04,Barygaza*,city,Asia,AS10,Bharuch,Omega,113.25,17.3333333333333,no specific keyword match; section not sea-headed (default),,,,,,,,,,
7.01.63.01,Agrinagara,city,Asia,AS10,,Omega,118.25,22.5,no specific keyword match; section not sea-headed (default),,,,,,,,,,
7.01.63.02,Siripalla,city,Asia,AS10,,Omega,116.5,21.5,no specific keyword match; section not sea-headed (default),,,,,,,,,,
7.01.63.03,Bammogura (Gammogura),city,Asia,AS10,,Omega,116.0,20.75,no specific keyword match; section not sea-headed (default),,,,,,,,,,
7.01.63.04,Sazantion (Saganthion),city,Asia,AS10,,Omega,115.5,20.5,no specific keyword match; section not sea-headed (default),,,,,,,,,,
7.01.63.05,Xerogerei,city,Asia,AS10,,Omega,116.333333333333,19.8333333333333,no specific keyword match; section not sea-headed (default),,,,,,,,,,
7.01.63.06,Ozene*,city,Asia,AS10,Ujjain,Omega,117.0,20.0,no specific keyword match; section not sea-headed (default),,,,,,,,,,
7.01.63.08,Minagara,city,Asia,AS10,,Omega,115.25,19.5,no specific keyword match; section not sea-headed (default),,,,,,,,,,
7.01.63.09,Tiatura (Tiagura),city,Asia,AS10,,Omega,115.833333333333,18.8333333333333,no specific keyword match; section not sea-headed (default),,,,,,,,,,
7.01.63.10,Nasika,city,Asia,AS10,Nasik,Omega,114.0,17.0,no specific keyword match; section not sea-headed (default),,,,,,,,,,
7.01.64.04,Nigranigramma,city,Asia,AS10,,Omega,124.0,28.25,no specific keyword match; section not sea-headed (default),,,,,,,,,,
7.01.64.05,Antachara,city,Asia,AS10,,Omega,122.0,27.0,no specific keyword match; section not sea-headed (default),,,,,,,,,,
7.01.64.06,Sudaganna (Sudassana),city,Asia,AS10,,Omega,123.0,26.8333333333333,no specific keyword match; section not sea-headed (default),,,,,,,,,,
7.01.64.07,Syrnisika (Syrnis),city,Asia,AS10,,Omega,121.0,26.5,no specific keyword match; section not sea-headed (default),,,,,,,,,,
7.01.64.08,Patistama,city,Asia,AS10,,Omega,121.0,25.0,no specific keyword match; section not sea-headed (default),,,,,,,,,,
7.01.64.09,Tisapatinga (Sinatatinga),city,Asia,AS10,,Omega,123.0,24.3333333333333,no specific keyword match; section not sea-headed (default),,,,,,,,,,
7.01.65.08,Kognabanda,city,Asia,AS10,,Omega,120.25,23.0,no specific keyword match; section not sea-headed (default),,,,,,,,,,
7.01.65.09,Ozoabis (Ozoamis),city,Asia,AS10,,Omega,120.5,23.6666666666667,no specific keyword match; section not sea-headed (default),,,,,,,,,,
7.01.65.10,Ostha,city,Asia,AS10,,Omega,122.5,23.5,no specific keyword match; section not sea-headed (default),,,,,,,,,,
7.01.65.11,Kosa,city,Asia,AS10,,Omega,121.333333333333,22.5,no specific keyword match; section not sea-headed (default),,,,,,,,,,
7.01.67.01,Agara,city,Asia,AS10,,Omega,129.333333333333,25.0,no specific keyword match; section not sea-headed (default),,,,,,,,,,
7.01.67.02,Adisathra,city,Asia,AS10,,Omega,128.5,24.5,no specific keyword match; section not sea-headed (default),,,,,,,,,,
7.01.67.03,Soara (Suara),city,Asia,AS10,,Omega,124.333333333333,24.0,no specific keyword match; section not sea-headed (default),,,,,,,,,,
7.01.67.04,Nygdosora,city,Asia,AS10,,Omega,125.0,23.0,no specific keyword match; section not sea-headed (default),,,,,,,,,,
7.01.67.05,Anara (Anarta),city,Asia,AS10,,Omega,122.5,22.3333333333333,no specific keyword match; section not sea-headed (default),,,,,,,,,,
7.01.68.04,Sangamarta,city,Asia,AS10,,Omega,133.0,21.0,no specific keyword match; section not sea-headed (default),,,,,,,,,,
7.01.68.05,Sora,city,Asia,AS10,,Omega,130.0,20.25,no specific keyword match; section not sea-headed (default),,,,,,,,,,
7.01.69.03,Stagabaza,city,Asia,AS10,,Omega,133.0,28.5,no specific keyword match; section not sea-headed (default),,,,,,,,,,
7.01.69.04,Bardaotis,city,Asia,AS10,,Omega,137.5,28.5,no specific keyword match; section not sea-headed (default),,,,,,,,,,
7.01.70.02,Bridama,city,Asia,AS10,,Omega,134.5,27.5,no specific keyword match; section not sea-headed (default),,,,,,,,,,
7.01.70.03,Tholobana (Tholobara),city,Asia,AS10,,Omega,136.333333333333,27.0,no specific keyword match; section not sea-headed (default),,,,,,,,,,
7.01.70.04,Malaita,city,Asia,AS10,,Omega,133.333333333333,25.8333333333333,no specific keyword match; section not sea-headed (default),,,,,,,,,,
7.01.71.03,Maleiba (Maliba),city,Asia,AS10,,Omega,140.0,27.0,no specific keyword match; section not sea-headed (default),,,,,,,,,,
7.01.71.04,Aspathis,city,Asia,AS10,,Omega,138.5,25.6666666666667,no specific keyword match; section not sea-headed (default),,,,,,,,,,
7.01.71.05,Panassa,city,Asia,AS10,,Omega,137.666666666667,24.5,no specific keyword match; section not sea-headed (default),,,,,,,,,,
7.01.71.06,Sageda,city,Asia,AS10,,Omega,133.0,23.5,no specific keyword match; section not sea-headed (default),,,,,,,,,,
7.01.71.07,Balantipyrgon,city,Asia,AS10,,Omega,136.5,23.5,no specific keyword match; section not sea-headed (default),,,,,,,,,,
7.01.72.03,Asthagura,city,Asia,AS10,,Omega,142.0,25.0,no specific keyword match; section not sea-headed (default),,,,,,,,,,
7.01.73.01,Sambalaka,city,Asia,AS10,,Omega,141.0,29.5,no specific keyword match; section not sea-headed (default),,,,,,,,,,
7.01.73.02,Sigalla (Sigala),city,Asia,AS10,,Omega,142.0,28.0,no specific keyword match; section not sea-headed (default),,,,,,,,,,
7.01.73.03,Palimbothra*,city,Asia,AS10,Patna,Omega,143.0,27.0,no specific keyword match; section not sea-headed (default),,,,,,,,,,
7.01.73.04,Tamalites,city,Asia,AS10,Tamluk,Omega,144.5,26.5,no specific keyword match; section not sea-headed (default),,,,,,,,,,
7.01.73.05,Oreophanta,city,Asia,AS10,,Omega,146.0,24.5,no specific keyword match; section not sea-headed (default),,,,,,,,,,
7.01.74.04,Bragme (Bramme),city,Asia,AS10,,Omega,128.0,19.0,no specific keyword match; section not sea-headed (default),,,,,,,,,,
7.01.75.04,Tathilba,city,Asia,AS10,,Omega,134.0,18.8333333333333,no specific keyword match; section not sea-headed (default),,,,,,,,,,
7.01.76.03,Sibrion,city,Asia,AS10,,Omega,139.0,22.3333333333333,no specific keyword match; section not sea-headed (default),,,,,,,,,,
7.01.76.04,Opotura,city,Asia,AS10,,Omega,137.5,21.6666666666667,no specific keyword match; section not sea-headed (default),,,,,,,,,,
7.01.76.05,Ozoana,city,Asia,AS10,,Omega,138.25,20.5,no specific keyword match; section not sea-headed (default),,,,,,,,,,
7.01.77.03,Dosara,city,Asia,AS10,,Omega,142.5,22.5,no specific keyword match; section not sea-headed (default),,,,,,,,,,
7.01.78.01,Kartinaga (Kartinata),city,Asia,AS10,,Omega,146.0,23.0,no specific keyword match; section not sea-headed (default),,,,,,,,,,
7.01.78.02,Kartasina (Kartasyna),city,Asia,AS10,,Omega,145.5,21.6666666666667,no specific keyword match; section not sea-headed (default),,,,,,,,,,
7.01.79.04,Benaguron,city,Asia,AS10,,Omega,140.0,20.25,no specific keyword match; section not sea-headed (default),,,,,,,,,,
7.01.79.05,Kastra,city,Asia,AS10,,Omega,138.0,19.5,no specific keyword match; section not sea-headed (default),,,,,,,,,,
7.01.79.06,Magaris,city,Asia,AS10,,Omega,137.5,18.3333333333333,no specific keyword match; section not sea-headed (default),,,,,,,,,,
7.01.80.04,Tasopion (Tasopeion),city,Asia,AS10,,Omega,140.5,22.0,no specific keyword match; section not sea-headed (default),,,,,,,,,,
7.01.80.05,Karikardama,city,Asia,AS10,,Omega,141.0,20.25,no specific keyword match; section not sea-headed (default),,,,,,,,,,
7.01.81.03,Gange,city,Asia,AS10,,Omega,146.0,19.25,no specific keyword match; section not sea-headed (default),,,,,,,,,,
7.01.82.03,Manipalla (Manippala),city,Asia,AS10,,Omega,119.5,20.75,no specific keyword match; section not sea-headed (default),,,,,,,,,,
7.01.82.04,Sareisabis (Sarisabis),city,Asia,AS10,,Omega,119.0,20.0,no specific keyword match; section not sea-headed (default),,,,,,,,,,
7.01.82.05,Tagara,city,Asia,AS10,Tair,Omega,118.0,19.3333333333333,no specific keyword match; section not sea-headed (default),,,,,,,,,,
7.01.82.06,Baithana*,city,Asia,AS10,Paithan,Omega,117.0,18.1666666666667,no specific keyword match; section not sea-headed (default),,,,,,,,,,
7.01.82.08,Deopalli,city,Asia,AS10,,Omega,115.666666666667,17.8333333333333,no specific keyword match; section not sea-headed (default),,,,,,,,,,
7.01.82.09,Gamaliba,city,Asia,AS10,,Omega,115.25,17.3333333333333,no specific keyword match; section not sea-headed (default),,,,,,,,,,
7.01.82.10,Omenogara,city,Asia,AS10,,Omega,114.0,16.3333333333333,no specific keyword match; section not sea-headed (default),,,,,,,,,,
7.01.83.03,Nagaruraris (Nagarura),city,Asia,AS10,,Omega,120.0,20.25,no specific keyword match; section not sea-headed (default),,,,,,,,,,
7.01.83.04,Tabaso,city,Asia,AS10,,Omega,121.5,20.6666666666667,no specific keyword match; section not sea-headed (default),,,,,,,,,,
7.01.83.05,Inde,city,Asia,AS10,,Omega,123.0,20.8333333333333,no specific keyword match; section not sea-headed (default),,,,,,,,,,
7.01.83.06,Tiripangalida,city,Asia,AS10,,Omega,121.25,19.6666666666667,no specific keyword match; section not sea-headed (default),,,,,,,,,,
7.01.83.07,Hippokura*,city,Asia,AS10,,Omega,119.75,19.1666666666667,no specific keyword match; section not sea-headed (default),,,,,,,,,,
7.01.83.09,Subuttu,city,Asia,AS10,,Omega,120.25,19.1666666666667,no specific keyword match; section not sea-headed (default),,,,,,,,,,
7.01.83.10,Sirimalaga,city,Asia,AS10,,Omega,119.333333333333,18.5,no specific keyword match; section not sea-headed (default),,,,,,,,,,
7.01.83.11,Kalligeris,city,Asia,AS10,,Omega,118.0,18.0,no specific keyword match; section not sea-headed (default),,,,,,,,,,
7.01.83.12,Modogulla,city,Asia,AS10,Mudgal,Omega,119.0,18.0,no specific keyword match; section not sea-headed (default),,,,,,,,,,
7.01.83.13,Petirgala,city,Asia,AS10,,Omega,117.75,17.25,no specific keyword match; section not sea-headed (default),,,,,,,,,,
7.01.83.14,Banauasei  (Banabasi),city,Asia,AS10,Banavasi,Omega,116.0,16.75,no specific keyword match; section not sea-headed (default),,,,,,,,,,
7.01.84.02,Olochoira,city,Asia,AS10,,Omega,114.0,15.0,no specific keyword match; section not sea-headed (default),,,,,,,,,,
7.01.84.03,Musopalle (Musopallis),city,Asia,AS10,,Omega,115.5,15.75,no specific keyword match; section not sea-headed (default),,,,,,,,,,
7.01.85.03,Narulla (Nallura),city,Asia,AS10,,Omega,117.75,15.8333333333333,no specific keyword match; section not sea-headed (default),,,,,,,,,,
7.01.85.04,Kuba,city,Asia,AS10,,Omega,117.0,15.0,no specific keyword match; section not sea-headed (default),,,,,,,,,,
7.01.85.05,Palura,city,Asia,AS10,,Omega,117.25,14.6666666666667,no specific keyword match; section not sea-headed (default),,,,,,,,,,
7.01.86.03,Pasage,city,Asia,AS10,,Omega,124.333333333333,19.8333333333333,no specific keyword match; section not sea-headed (default),,,,,,,,,,
7.01.86.04,Mastanur (Mentanur),city,Asia,AS10,,Omega,121.5,18.6666666666667,no specific keyword match; section not sea-headed (default),,,,,,,,,,
7.01.86.05,Kurellur (Kurellura),city,Asia,AS10,,Omega,119.0,17.5,no specific keyword match; section not sea-headed (default),,,,,,,,,,
7.01.86.06,Punnata,city,Asia,AS10,,Omega,120.666666666667,17.5,no specific keyword match; section not sea-headed (default),,,,,,,,,,
7.01.86.08,Aloe,city,Asia,AS10,,Omega,120.666666666667,17.0,no specific keyword match; section not sea-headed (default),,,,,,,,,,
7.01.86.09,Karura*,city,Asia,AS10,Tirukkarur,Omega,119.0,16.3333333333333,no specific keyword match; section not sea-headed (default),,,,,,,,,,
7.01.86.11,Arembur,city,Asia,AS10,,Omega,121.0,16.3333333333333,no specific keyword match; section not sea-headed (default),,,,,,,,,,
7.01.86.12,Berderis (Bideris),city,Asia,AS10,,Omega,119.0,15.8333333333333,no specific keyword match; section not sea-headed (default),,,,,,,,,,
7.01.86.13,Pantipolis (Pantipoleis),city,Asia,AS10,,Omega,118.0,15.3333333333333,no specific keyword match; section not sea-headed (default),,,,,,,,,,
7.01.86.14,Adarima,city,Asia,AS10,,Omega,119.5,15.3333333333333,no specific keyword match; section not sea-headed (default),,,,,,,,,,
7.01.86.15,Koreur (Kureur),city,Asia,AS10,,Omega,120.0,15.0,no specific keyword match; section not sea-headed (default),,,,,,,,,,
7.01.87.02,Morunda (Korunda),city,Asia,AS10,,Omega,121.333333333333,14.6666666666667,no specific keyword match; section not sea-headed (default),,,,,,,,,,
7.01.88.02,Mendela,city,Asia,AS10,,Omega,123.0,17.3333333333333,no specific keyword match; section not sea-headed (default),,,,,,,,,,
7.01.88.03,Selur (Delur),city,Asia,AS10,,Omega,121.75,16.5,no specific keyword match; section not sea-headed (default),,,,,,,,,,
7.01.88.04,Tittua,city,Asia,AS10,,Omega,122.0,15.6666666666667,no specific keyword match; section not sea-headed (default),,,,,,,,,,
7.01.88.05,Mantittur (Mantitur),city,Asia,AS10,,Omega,123.0,15.75,no specific keyword match; section not sea-headed (default),,,,,,,,,,
7.01.89.02,Tainur,city,Asia,AS10,,Omega,124.75,18.6666666666667,no specific keyword match; section not sea-headed (default),,,,,,,,,,
7.01.89.03,Perinkari,city,Asia,AS10,,Omega,123.333333333333,18.0,no specific keyword match; section not sea-headed (default),,,,,,,,,,
7.01.89.04,Korindiur,city,Asia,AS10,,Omega,125.0,17.6666666666667,no specific keyword match; section not sea-headed (default),,,,,,,,,,
7.01.89.05,Tangala,city,Asia,AS10,,Omega,123.5,16.8333333333333,no specific keyword match; section not sea-headed (default),,,,,,,,,,
7.01.89.06,Modura*,city,Asia,AS10,Madurai,Omega,125.0,16.3333333333333,no specific keyword match; section not sea-headed (default),,,,,,,,,,
7.01.89.08,Akur,city,Asia,AS10,,Omega,124.75,15.3333333333333,no specific keyword match; section not sea-headed (default),,,,,,,,,,
7.01.90.02,Kalindoia,city,Asia,AS10,,Omega,127.666666666667,17.5,no specific keyword match; section not sea-headed (default),,,,,,,,,,
7.01.90.03,Bata,city,Asia,AS10,,Omega,126.5,17.0,no specific keyword match; section not sea-headed (default),,,,,,,,,,
7.01.90.04,Tallara,city,Asia,AS10,,Omega,128.0,16.75,no specific keyword match; section not sea-headed (default),,,,,,,,,,
7.01.91.02,Kaliur,city,Asia,AS10,,Omega,129.0,17.6666666666667,no specific keyword match; section not sea-headed (default),,,,,,,,,,
7.01.91.03,Tennagora,city,Asia,AS10,,Omega,132.0,17.0,no specific keyword match; section not sea-headed (default),,,,,,,,,,
7.01.91.04,Eikur,city,Asia,AS10,,Omega,129.0,16.6666666666667,no specific keyword match; section not sea-headed (default),,,,,,,,,,
7.01.91.05,Orthura*,city,Asia,AS10,Uraiyar,Omega,130.0,16.3333333333333,no specific keyword match; section not sea-headed (default),,,,,,,,,,
7.01.91.07,Bere,city,Asia,AS10,,Omega,130.333333333333,16.25,no specific keyword match; section not sea-headed (default),,,,,,,,,,
7.01.91.08,Abur,city,Asia,AS10,,Omega,129.0,16.0,no specific keyword match; section not sea-headed (default),,,,,,,,,,
7.01.91.09,Karmara,city,Asia,AS10,,Omega,130.333333333333,15.6666666666667,no specific keyword match; section not sea-headed (default),,,,,,,,,,
7.01.91.10,Magur,city,Asia,AS10,,Omega,130.0,15.25,no specific keyword match; section not sea-headed (default),,,,,,,,,,
7.01.92.02,Kerauge (Kerange),city,Asia,AS10,,Omega,133.0,16.25,no specific keyword match; section not sea-headed (default),,,,,,,,,,
7.01.92.03,Phrurion,city,Asia,AS10,,Omega,132.0,15.0,no specific keyword match; section not sea-headed (default),,,,,,,,,,
7.01.92.04,Karige,city,Asia,AS10,,Omega,132.666666666667,15.0,no specific keyword match; section not sea-headed (default),,,,,,,,,,
7.01.92.05,Polëur,city,Asia,AS10,,Omega,131.5,14.6666666666667,no specific keyword match; section not sea-headed (default),,,,,,,,,,
7.01.92.06,Pikendaka,city,Asia,AS10,,Omega,131.5,14.0,no specific keyword match; section not sea-headed (default),,,,,,,,,,
7.01.92.07,Iatur,city,Asia,AS10,,Omega,132.5,14.0,no specific keyword match; section not sea-headed (default),,,,,,,,,,
7.01.92.08,Skopolura (Skopelura),city,Asia,AS10,,Omega,134.0,14.5,no specific keyword match; section not sea-headed (default),,,,,,,,,,
7.01.92.09,Ikarta,city,Asia,AS10,,Omega,133.5,13.6666666666667,no specific keyword match; section not sea-headed (default),,,,,,,,,,
7.01.92.10,Malanga,city,Asia,AS10,,Omega,133.0,13.0,no specific keyword match; section not sea-headed (default),,,,,,,,,,
7.01.92.12,Kandipatna (Pandipatna),city,Asia,AS10,,Omega,133.5,12.3333333333333,no specific keyword match; section not sea-headed (default),,,,,,,,,,
7.01.93.02,Kalliga,city,Asia,AS10,,Omega,138.0,17.0,no specific keyword match; section not sea-headed (default),,,,,,,,,,
7.01.93.03,Bardamana,city,Asia,AS10,,Omega,136.25,15.25,no specific keyword match; section not sea-headed (default),,,,,,,,,,
7.01.93.04,Korunkala,city,Asia,AS10,,Omega,135.0,15.0,no specific keyword match; section not sea-headed (default),,,,,,,,,,
7.01.93.05,Pharytra,city,Asia,AS10,,Omega,134.666666666667,13.3333333333333,no specific keyword match; section not sea-headed (default),,,,,,,,,,
7.01.93.06,Pityndra* (Piturame*),city,Asia,AS10,,Omega,135.5,12.5,no specific keyword match; section not sea-headed (default),,,,,,,,,,
7.01.94.03,Barake,coast,Asia,AS10,Beyt,Omega,111.0,18.0,no specific keyword match; section header names a sea/ocean/gulf,,,,,,,,,,
7.01.95.02,Milizigeris,island,Asia,AS10,Jaygarh,Omega,110.0,12.5,manually verified island-appendix section (_ISLAND_APPENDIX_SECTIONS),,,,,,,,,,
7.01.95.03,Heptanesia,island,Asia,AS10,,Omega,113.0,13.0,manually verified island-appendix section (_ISLAND_APPENDIX_SECTIONS),,,,,,,,,,
7.01.95.04,Trikadiba,island,Asia,AS10,,Omega,113.5,11.0,manually verified island-appendix section (_ISLAND_APPENDIX_SECTIONS),,,,,,,,,,
7.01.95.05,Peperine,island,Asia,AS10,,Omega,115.0,12.6666666666667,manually verified island-appendix section (_ISLAND_APPENDIX_SECTIONS),,,,,,,,,,
7.01.95.06,Trinesia,island,Asia,AS10,,Omega,116.333333333333,12.0,manually verified island-appendix section (_ISLAND_APPENDIX_SECTIONS),,,,,,,,,,
7.01.95.07,Leuke,island,Asia,AS10,Pigeon,Omega,118.0,12.0,manually verified island-appendix section (_ISLAND_APPENDIX_SECTIONS),,,,,,,,,,
7.01.95.08,Nanigeris,island,Asia,AS10,,Omega,122.0,12.0,manually verified island-appendix section (_ISLAND_APPENDIX_SECTIONS),,,,,,,,,,
7.01.96.02,Kory,coast,Asia,AS10,Rameswaram,Omega,126.5,13.0,no specific keyword match; section header names a sea/ocean/gulf,,,,,,,,,,
7.02.02.04,Pentapolis,coast,Asia,AS11,,Omega,150.0,18.0,no specific keyword match; section header names a sea/ocean/gulf,coastline_049_AS11,0,,,,,,,,
7.02.02.05,Katabedas-Mündung,river_mouth,Asia,AS11,,Omega,151.333333333333,17.0,"matches 'Mündung' (river mouth) - coastal, colored separately",coastline_049_AS11,1,,,,,,,,
7.02.02.06,Barakura,coast,Asia,AS11,,Omega,152.5,16.0,no specific keyword match; section header names a sea/ocean/gulf,coastline_049_AS11,2,,,,,,,,
7.02.02.07,Tokosannas-Mündung (Tokosanas-Mündung),river_mouth,Asia,AS11,,Omega,153.0,14.5,"matches 'Mündung' (river mouth) - coastal, colored separately",coastline_049_AS11,3,,,,,,,,
7.02.03.02,Samba (Symba),city,Asia,AS11,,Omega,153.5,13.75,no specific keyword match; section not sea-headed (default),,,,,,,,,,
7.02.03.03,Sados-Mündung,river_mouth,Asia,AS11,,Omega,153.5,12.5,"matches 'Mündung' (river mouth) - coastal, colored separately",coastline_049_AS11,4,,,,,,,,
7.02.03.04,Sada,city,Asia,AS11,,Omega,154.333333333333,11.3333333333333,no specific keyword match; section not sea-headed (default),,,,,,,,,,
7.02.03.05,Berabonna,city,Asia,AS11,,Omega,155.5,10.6666666666667,no specific keyword match; section not sea-headed (default),,,,,,,,,,
7.02.03.06,Temalas-Mündung,river_mouth,Asia,AS11,,Omega,157.5,10.0,"matches 'Mündung' (river mouth) - coastal, colored separately",coastline_049_AS11,5,,,,,,,,
7.02.03.07,Tamala,city,Asia,AS11,,Omega,157.5,9.0,no specific keyword match; section not sea-headed (default),,,,,,,,,,
7.02.03.08,Darauffolgendes Kap,coast,Asia,AS11,,Omega,157.666666666667,8.0,contains 'Kap' (cape) - coastal regardless of any mountain-range aside,coastline_049_AS11,6,,,,,,,,
7.02.04.03,Sabara,coast,Asia,AS11,,Omega,159.0,8.5,no specific keyword match; section header names a sea/ocean/gulf,coastline_049_AS11,7,,,,,,,,
7.02.04.04,Besyngas-Mündung,river_mouth,Asia,AS11,,Omega,162.0,9.0,"matches 'Mündung' (river mouth) - coastal, colored separately",coastline_049_AS11,8,,,,,,,,
7.02.04.05,Besynga,coast,Asia,AS11,,Omega,162.333333333333,8.41666666666667,no specific keyword match; section header names a sea/ocean/gulf,coastline_049_AS11,9,,,,,,,,
7.02.04.06,Berobai (Beroba),coast,Asia,AS11,,Omega,162.5,6.0,no specific keyword match; section header names a sea/ocean/gulf,coastline_049_AS11,10,,,,,,,,
7.02.04.07,Darauffolgendes Kap,coast,Asia,AS11,,Omega,159.0,4.66666666666667,contains 'Kap' (cape) - coastal regardless of any mountain-range aside,coastline_049_AS11,11,,,,,,,,
7.02.05.02,Takola*,city,Asia,AS11,,Omega,160.0,4.25,no specific keyword match; section not sea-headed (default),,,,,,,,,,
7.02.05.03,Darauffolgendes Kap,coast,Asia,AS11,,Omega,158.666666666667,2.66666666666667,contains 'Kap' (cape) - coastal regardless of any mountain-range aside,coastline_049_AS11,12,,,,,,,,
7.02.05.04,Chrysoanas-Mündung,river_mouth,Asia,AS11,,Omega,159.0,1.0,"matches 'Mündung' (river mouth) - coastal, colored separately",coastline_049_AS11,13,,,,,,,,
7.02.05.05,Sabana (Sabara),city,Asia,AS11,,Omega,160.0,-3.0,no specific keyword match; section not sea-headed (default),,,,,,,,,,
7.02.05.06,Palandas-Mündung,river_mouth,Asia,AS11,,Omega,161.0,-2.0,"matches 'Mündung' (river mouth) - coastal, colored separately",coastline_049_AS11,14,,,,,,,,
7.02.05.07,Kap Malëu Kolon (Kap Melëukolon),coast,Asia,AS11,,Omega,163.0,-2.0,contains 'Kap' (cape) - coastal regardless of any mountain-range aside,coastline_049_AS11,15,,,,,,,,
7.02.05.08,Attabas-Mündung,river_mouth,Asia,AS11,,Omega,164.0,-1.0,"matches 'Mündung' (river mouth) - coastal, colored separately",coastline_049_AS11,16,,,,,,,,
7.02.05.09,Kolipolis (Kolepolis),city,Asia,AS11,,Omega,164.333333333333,0.0,no specific keyword match; section not sea-headed (default),,,,,,,,,,
7.02.05.10,Perimula,city,Asia,AS11,,Omega,163.25,2.66666666666667,no specific keyword match; section not sea-headed (default),,,,,,,,,,
7.02.05.11,Perimulischer Golf,coast,Asia,AS11,Golf von Thailand,Omega,162.5,4.25,matches gulf/bay pattern (Golf/Bucht/Meerbusen),coastline_050_AS11,0,,,,,,,,
7.02.06.02,Samarade (Smarade),city,Asia,AS11,,Omega,163.0,4.83333333333333,no specific keyword match; section not sea-headed (default),,,,,,,,,,
7.02.06.03,Pagrasa (Patrasa),city,Asia,AS11,,Omega,165.0,4.83333333333333,no specific keyword match; section not sea-headed (default),,,,,,,,,,
7.02.06.04,Sobanos-Mündung,river_mouth,Asia,AS11,,Omega,165.666666666667,4.75,"matches 'Mündung' (river mouth) - coastal, colored separately",coastline_050_AS11,1,,river_105_Sobanos,0,,,,,
7.02.06.05,Thipinobastoi (Thipinobastai),city,Asia,AS11,,Omega,166.333333333333,4.75,no specific keyword match; section not sea-headed (default),,,,,,,,,,
7.02.06.06,Akadra,city,Asia,AS11,,Omega,167.0,4.83333333333333,no specific keyword match; section not sea-headed (default),,,,,,,,,,
